publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
Teacher Education Quarterly	0737-5328		1983-10-01	10	4	2014-10-01	41	4	http://www.jstor.org/journal/teaceducquar		teaceducquar	P2Y	fulltext		Caddo Gap Press	serial							calijteaceduc	P	1983-10-01 - 2014-10-01	Arts & Sciences XII Collection	Education ; Social Sciences	41228220	
Teaching Children Mathematics	1073-5836		1994-09-01	1	1	2010-12-01	17	5	http://www.jstor.org/journal/teacchilmath		teacchilmath	P6Y	fulltext		National Council of Teachers of Mathematics	serial						aritteach		P	1994-09-01 - 2010-12-01	National Council of Teachers of Mathematics Package ; Education Discipline Package ; Arts & Sciences X Collection ; Mathematics & Statistics Legacy Collection ; Mathematics & Statistics Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Mathematics ; Science & Mathematics ; Social Sciences	675996869	2012-235197
Teaching Geography	0305-8018	2043-6831	1975-04-01	1	1	2012-10-01	37	3	http://www.jstor.org/journal/teacgeog		teacgeog	P4Y	fulltext		Geographical Association	serial								P	1975-04-01 - 2012-10-01	Arts & Sciences XII Collection	Education ; Geography ; Social Sciences	61885534	
Teaching History	0040-0610		1969-05-01	1	1	2012-12-01		149	http://www.jstor.org/journal/teachinghistory		teachinghistory	P4Y	fulltext		Historical Association	serial								P	1969-05-01 - 2012-12-01	Arts & Sciences XIV Collection	Education ; History ; History ; Social Sciences	891458584	
Teaching Sociology	0092-055X		1973-10-01	1	1	2013-10-01	41	4	http://www.jstor.org/journal/teacsoci		teacsoci	P3Y	fulltext		American Sociological Association	serial								P	1973-10-01 - 2013-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Social Sciences ; Sociology	48950428	2004-238724
Technical Communication	0049-3155	1938-369X	1967-03-01	14	1	2010-11-01	57	4	http://www.jstor.org/journal/techcomm		techcomm	P6Y	fulltext		Society for Technical Communication	serial							stwpreview	P	1967-03-01 - 2010-11-01	Arts & Sciences XIV Collection	Communication Studies ; Humanities ; Language & Literature ; Social Sciences	907681870	
Technology and Culture	0040-165X	1097-3729	1959-12-01	1	1	2010-10-01	51	4	http://www.jstor.org/journal/techcult		techcult	P6Y	fulltext		The Johns Hopkins University Press	serial								P	1959-12-01 - 2010-10-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	History ; History of Science & Technology	38122975	sn97-5033
Technology and Practice Guide	1092-9460	2376-9688	1997-04-01	1	1	1998-07-01	2	1	http://www.jstor.org/journal/techpracguid		techpracguid		fulltext		American Bar Association	serial						bestabasections	compleatlawyer	P	1997-04-01 - 1998-07-01	Arts & Sciences XII Collection	Law ; Law	61311146	2009250669
Technometrics	0040-1706	1537-2723	1959-02-01	1	1	2010-11-01	52	4	http://www.jstor.org/journal/technometrics		technometrics	P6Y	fulltext		Taylor & Francis, Ltd.	serial								P	1959-02-01 - 2010-11-01	Arts & Sciences VII Collection ; Mathematics & Statistics Legacy Collection ; Mathematics & Statistics Collection ; Corporate & For-Profit Access Initiative Collection	Science & Mathematics ; Statistics	44654121	2001-212737
Tempo	0040-2982	1478-2286	1939-01-01		1	2010-10-01	64	254	http://www.jstor.org/journal/tempo		tempo	P6Y	fulltext		Cambridge University Press	serial								P	1939-01-01 - 2010-10-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	52740292	2004-235632
Tennessee Historical Magazine	2333-9012	2333-9020	1915-03-01	1	1	1937-01-01	3	4	http://www.jstor.org/journal/tennhistmaga		tennhistmaga		fulltext		Tennessee Historical Society	serial						tennhistquar	amerhistmagatenn	P	1915-03-01 - 1937-01-01	Arts & Sciences XI Collection	History ; History	562433857	2014-201517
Tennessee Historical Quarterly	0040-3261		1942-03-01	1	1	2012-12-01	71	4	http://www.jstor.org/journal/tennhistquar		tennhistquar	P4Y	fulltext		Tennessee Historical Society	serial							tennhistmaga	P	1942-03-01 - 2012-12-01	Arts & Sciences XI Collection	History ; History	551288487	
Teorema: Revista Internacional de Filosofía	0210-1602		1971-03-01	1	1	2014-01-01	33	2	http://www.jstor.org/journal/teorreviintefilo		teorreviintefilo	P2Y	fulltext		Luis Manuel Valdés-Villanueva	serial								P	1971-03-01 - 2014-01-01	Arts & Sciences XIII Collection	Humanities ; Philosophy	60624137	
TESOL Quarterly	0039-8322		1967-03-01	1	1	2012-12-01	46	4	http://www.jstor.org/journal/tesolquarterly		tesolquarterly	P4Y	fulltext		Teachers of English to Speakers of Other Languages, Inc. (TESOL)	serial								P	1967-03-01 - 2012-12-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Education ; Social Sciences	44394888	2003-215361
Teuthonista	0863-5781		1924-02-01	1	1	1934-01-01	10	4	http://www.jstor.org/journal/teuthonista		teuthonista		fulltext		Franz Steiner Verlag	serial						zeitmund	zeitdeutmund	P	1924-02-01 - 1934-01-01	Arts & Sciences VI Collection ; Corporate & For-Profit Access Initiative Collection	Linguistics ; Social Sciences	61283854	2011-235746
Texas Review	2380-5382	2469-6722	1915-06-01	1	1	1924-07-01	9	4	http://www.jstor.org/journal/texasreview		texasreview		fulltext		Southern Methodist University	serial						southwestreview		P	1915-06-01 - 1924-07-01	Arts & Sciences XIII Collection	Humanities ; Language & Literature	622227978	2015203628
Texas Studies in English	0364-8656		1957-01-01	36		1958-01-01	37		http://www.jstor.org/journal/texastudengl		texastudengl		fulltext		University of Texas Press	serial						texastudlitelang	univtexastudengl	P	1957-01-01 - 1958-01-01	Arts & Sciences VIII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	609477601	
Texas Studies in Literature and Language	0040-4691	1534-7303	1959-04-01	1	1	2012-12-01	54	4	http://www.jstor.org/journal/texastudlitelang		texastudlitelang	P4Y	fulltext		University of Texas Press	serial							texastudengl	P	1959-04-01 - 2012-12-01	Arts & Sciences VIII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	45882258	2001-213728
Text	0736-3974		1981-01-01	1		2006-01-01	16		http://www.jstor.org/journal/text		text		fulltext		Indiana University Press	serial						textcult		P	1981-01-01 - 2006-01-01	Language & Literature Discipline Package ; Arts & Sciences VIII Collection ; Indiana University Press Package ; Corporate & For-Profit Access Initiative Collection	Bibliography ; Humanities ; Language & Literature	300516480	2010-234739
Textual Cultures	1559-2936	1933-7418	2006-04-01	1	1	2012-10-01	7	2	http://www.jstor.org/journal/textcult		textcult	P4Y	fulltext		Indiana University Press	serial							text	P	2006-04-01 - 2012-10-01	Language & Literature Discipline Package ; Arts & Sciences VIII Collection ; Indiana University Press Package ; Corporate & For-Profit Access Initiative Collection	Bibliography ; Humanities ; Language & Literature	71801176	2006-213693
Thalès	0398-7817		1934-01-01	1		1966-01-01	12		http://www.jstor.org/journal/thales		thales		fulltext		Armand Colin	serial						revuhistscieleur		P	1934-01-01 - 1966-01-01	Arts & Sciences X Collection			
Theatre Ireland	0263-6344		1982-09-01		1	1993-07-01		31	http://www.jstor.org/journal/theatreireland		theatreireland		fulltext	Publication of this title ceased in 1993.	Paul Hadfield & Linda Henderson	serial								P	1982-09-01 - 1993-07-01	Ireland Collection	Area Studies ; Arts ; Irish Studies ; Performing Arts	438323374	2009-235679
Theatre Journal	0192-2882	1086-332X	1979-03-01	31	1	2010-12-01	62	4	http://www.jstor.org/journal/theatrej		theatrej	P6Y	fulltext		The Johns Hopkins University Press	serial							eductheaj	P	1979-03-01 - 2010-12-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	Arts ; Performing Arts	33895455	sn95-6650
Theoria: A Journal of Social and Political Theory	0040-5817	1558-5816	1947-01-01		1	2012-12-01	59	133	http://www.jstor.org/journal/theoria		theoria	P4Y	fulltext		Berghahn Books	serial								P	1947-01-01 - 2012-12-01	Arts & Sciences X Collection ; Corporate & For-Profit Access Initiative Collection	Political Science ; Social Sciences	51782347	2005-216251
Theoria: An International Journal for Theory, History and Foundations of Science	0495-4548	2171-679X	1952-10-01	1	3/4	2016-05-01	31	2	http://www.jstor.org/journal/theoriaintejtheo		theoriaintejtheo	P1Y	fulltext		University of the Basque Country (UPV/EHU)	serial								P	1952-10-01 - 2016-05-01	Iberoamérica Collection ; Arts & Sciences XIII Collection	History ; History of Science & Technology ; Humanities ; Philosophy	860709250	
Theory and Practice	0741-6156		1975-06-01	1	1	2012-01-01	37/38		http://www.jstor.org/journal/theorypractice		theorypractice	P4Y	fulltext		Music Theory Society of New York State	serial								P	1975-06-01 - 2012-01-01	Music Collection ; Arts & Sciences XI Collection	Arts ; Music	639531716	2013-201511
Theory and Society	0304-2421	1573-7853	1974-04-01	1	1	2012-11-01	41	6	http://www.jstor.org/journal/theorysociety		theorysociety	P4Y	fulltext		Springer	serial								P	1974-04-01 - 2012-11-01	Arts & Sciences II Collection	Social Sciences ; Sociology	51206484	2002-227385
Theory Into Practice	0040-5841	1543-0421	1962-02-01	1	1	2008-10-01	47	4	http://www.jstor.org/journal/theointoprac		theointoprac	P8Y	fulltext		Taylor & Francis, Ltd.	serial							educresebull	P	1962-02-01 - 2008-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Social Sciences	51288842	2002-215655
Third World Quarterly	0143-6597	1360-2241	1979-01-01	1	1	2008-01-01	29	8	http://www.jstor.org/journal/thirworlquar		thirworlquar	P8Y	fulltext		Taylor & Francis, Ltd.	serial								P	1979-01-01 - 2008-01-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Political Science ; Social Sciences	37915623	2007-265284
The Thirties Society Journal	0964-3486	2054-3255	1987-01-01		6	1991-01-01		7	http://www.jstor.org/journal/thirtiessocijour		thirtiessocijour		fulltext		The Twentieth Century Society	serial						twencentarch	jthirtiessoc	P	1987-01-01 - 1991-01-01	Arts & Sciences XI Collection	Architecture & Architectural History ; Arts	644150629	
The Thoreau Society Bulletin	0040-6406		1941-10-01		1	2012-10-01		279	http://www.jstor.org/journal/thorsocibull		thorsocibull	P4Y	fulltext		The Thoreau Society, Inc.	serial								P	1941-10-01 - 2012-10-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	61313133	
The Threepenny Review	0275-1410		1980-01-01		1	2014-10-01		139	http://www.jstor.org/journal/threrevi		threrevi	P2Y	fulltext		Threepenny Review	serial								P	1980-01-01 - 2014-10-01	Arts & Sciences V Collection	Humanities ; Language & Literature	58801727	2008-234555
The Tibet Journal	0970-5368		1975-07-01	1	1	2014-04-01	39	1	http://www.jstor.org/journal/tibetjournal		tibetjournal	P2Y	fulltext		Library of Tibetan Works and Archives	serial								P	1975-07-01 - 2014-04-01	Asia Collection ; Arts & Sciences XIV Collection	Area Studies ; Asian Studies	646878993	
Tidsskrift for mathematik	0909-2528	2446-0737	1871-01-01	1		1888-01-01	6		http://www.jstor.org/journal/tidsmath		tidsmath		fulltext		Mathematica Scandinavica	serial						nyttidsmate		P	1871-01-01 - 1888-01-01	Mathematics & Statistics Collection ; Arts & Sciences XV Collection	Mathematics ; Science & Mathematics	700082629	
Tijdschrift der Vereeniging voor Noord-Nederlands Muziekgeschiedenis	0921-3260		1882-01-01	1	1	1959-01-01	18	4	http://www.jstor.org/journal/tijdverenoornede		tijdverenoornede		fulltext		Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis (KVNM)	serial						tijdverenedemuzi	bouwsteenen	P	1882-01-01 - 1959-01-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	53165971	2004-235647
Tijdschrift van de Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis	1383-7079		1995-01-01	45	1	2013-01-01	63	1/2	http://www.jstor.org/journal/tijdkoniverenede		tijdkoniverenede	P3Y	fulltext		Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis (KVNM)	serial							tijdverenedemuzi	P	1995-01-01 - 2013-01-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	53166021	2004-235637
Tijdschrift van de Vereniging voor Nederlandse Muziekgeschiedenis	0042-3874		1960-01-01	19	1/2	1994-01-01	44	2	http://www.jstor.org/journal/tijdverenedemuzi		tijdverenedemuzi		fulltext		Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis (KVNM)	serial						tijdkoniverenede	tijdverenoornede	P	1960-01-01 - 1994-01-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	53165997	2004-235642
Tijdschrift voor Filosofie	1370-575X		1962-03-01	24	1	2010-12-01	72	4	http://www.jstor.org/journal/tijdfilo		tijdfilo	P6Y	fulltext		Peeters Publishers	serial							tijdphil	P	1962-03-01 - 2010-12-01	Arts & Sciences XI Collection	Humanities ; Philosophy	608869614	2013-235029
Tijdschrift voor Philosophie	0040-750X		1939-02-01	1	1	1961-12-01	23	4	http://www.jstor.org/journal/tijdphil		tijdphil		fulltext		Peeters Publishers	serial						tijdfilo		P	1939-02-01 - 1961-12-01	Arts & Sciences XI Collection	Humanities ; Philosophy	608869614	2013-235029
Tobacco Control	0964-4563	1468-3318	1992-03-01	1	1	2012-11-01	21	6	http://www.jstor.org/journal/tobaccocontrol		tobaccocontrol	P4Y	fulltext		BMJ	serial								P	1992-03-01 - 2012-11-01	Life Sciences Collection ; Health & General Sciences Collection	Health Sciences ; Medicine & Allied Health	60627031	2009-235471
The Torah U-Madda Journal	1050-4745		1989-01-01	1		2012-01-01	16		http://www.jstor.org/journal/toraumaddj		toraumaddj	P1Y	fulltext		Rabbi Isaac Elchanan Theological Seminary, an affiliate of Yeshiva University	serial								P	1989-01-01 - 2012-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Humanities ; Jewish Studies ; Religion	607394828	2013-221142
Torreya	0096-3844	2325-8063	1901-01-01	1	1	1945-12-01	45	4	http://www.jstor.org/journal/torreya		torreya		fulltext		Torrey Botanical Society	serial						bulltorrbotaclub		P	1901-01-01 - 1945-12-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany I Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	564636654	2011-235738
Tort & Insurance Law Journal	0885-856X	1943-1198	1985-10-01	21	1	2002-07-01	37	4	http://www.jstor.org/journal/tortinslawj		tortinslawj		fulltext		American Bar Association	serial						tortriinspralawj	forumaba	P	1985-10-01 - 2002-07-01	Arts & Sciences XII Collection	Law ; Law	60624153	2008-228514
Tort Trial & Insurance Practice Law Journal	1543-3234	1943-118X	2002-10-01	38	1	2012-10-01	48	1	http://www.jstor.org/journal/tortriinspralawj		tortriinspralawj	P4Y	fulltext		American Bar Association	serial							tortinslawj	P	2002-10-01 - 2012-10-01	Arts & Sciences XII Collection	Law ; Law	60749193	2008-228513
T'oung Pao	0082-5433		1890-04-01	1	1	2010-01-01	96	4/5	http://www.jstor.org/journal/toungpao		toungpao	P6Y	fulltext		Brill	serial								P	1890-04-01 - 2010-01-01	Asia Collection ; Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Area Studies ; Asian Studies ; Humanities ; Language & Literature	47298280	2008-234564
Tourism and Hospitality Research	1467-3584	1742-9692	1999-07-01	1	2	2012-10-01	12	4	http://www.jstor.org/journal/tourhosprese		tourhosprese	P4Y	fulltext		Sage Publications, Ltd.	serial							intejtourhospres	P	1999-07-01 - 2012-10-01	Business IV Collection ; Business & Economics Collection	Business ; Business & Economics ; Management & Organizational Behavior	51089251	2004-255130
The Town Planning Review	0041-0020	1478-341X	1910-04-01	1	1	2010-01-01	81	6	http://www.jstor.org/journal/townplanrev		townplanrev	P6Y	fulltext		Liverpool University Press	serial								P	1910-04-01 - 2010-01-01	Arts & Sciences VI Collection	Public Policy & Administration ; Social Sciences	55052082	2004-699130
Traditio	0362-1529		1943-01-01	1		2012-01-01	67		http://www.jstor.org/journal/traditio		traditio	P4Y	fulltext		Cambridge University Press	serial								P	1943-01-01 - 2012-01-01	Arts & Sciences VIII Collection ; Religion & Theology Collection	History ; History ; Humanities ; Religion	613774970	2011-234207
